gs_name,contrast,Direction_stage_only,Direction_nonE_restricted,PValue_stage_only,PValue_nonE_restricted,FDR_stage_only,FDR_nonE_restricted,NGenes_stage_only,NGenes_nonE_restricted,stable_FDR05
REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM,hypertrophic_scar_vs_normal_skin,Down,Down,0.09437853053821246,0.2429138611627996,0.21575589443934642,0.48372229340977857,19,19,FALSE
REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK,hypertrophic_scar_vs_normal_skin,Down,Down,0.09502415639787082,0.078537160951908,0.21696198690594604,0.2605608045112901,29,29,FALSE
REACTOME_MALATE_ASPARTATE_SHUTTLE,hypertrophic_scar_vs_normal_skin,Down,Down,0.09539679968282781,0.23365162409670698,0.21749959246578254,0.47376361775433373,9,9,FALSE
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_PIGMENTATION,hypertrophic_scar_vs_normal_skin,Down,Down,0.09549628461364881,0.24849004782346848,0.21749959246578254,0.491101836451113,42,42,FALSE
REACTOME_MITOCHONDRIAL_BIOGENESIS,hypertrophic_scar_vs_normal_skin,Down,Down,0.09582785201410232,0.3935672939530446,0.21798464356673275,0.6362152034174986,95,95,FALSE
REACTOME_ROLE_OF_SECOND_MESSENGERS_IN_NETRIN_1_SIGNALING,hypertrophic_scar_vs_normal_skin,Up,Up,0.0968026703002185,0.07689642921687291,0.21987485365259024,0.25791174616900076,7,7,FALSE
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE,hypertrophic_scar_vs_normal_skin,Up,Up,0.09689805846496087,0.1978420656801724,0.21987485365259024,0.4328972818097106,8,8,FALSE
REACTOME_OLFACTORY_SIGNALING_PATHWAY,hypertrophic_scar_vs_normal_skin,Up,Up,0.09835483525255868,0.06817179808406156,0.22290528630604545,0.2442418949240105,18,18,FALSE
REACTOME_METABOLISM_OF_LIPIDS,hypertrophic_scar_vs_normal_skin,Down,Down,0.0987776959391441,0.27866951191146166,0.22358793735978674,0.5245282232373741,699,699,FALSE
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,hypertrophic_scar_vs_normal_skin,Up,Up,0.09911223196983597,0.08485910013224635,0.22401224225115074,0.269051710937202,12,12,FALSE
REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING,hypertrophic_scar_vs_normal_skin,Down,Down,0.09930206159695487,0.28741308730139936,0.22401224225115074,0.5322763224170365,14,14,FALSE
REACTOME_POLYMERASE_SWITCHING,hypertrophic_scar_vs_normal_skin,Down,Down,0.09933078206457446,0.39037074047122755,0.22401224225115074,0.6328723475964135,14,14,FALSE
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS,hypertrophic_scar_vs_normal_skin,Up,Up,0.1003738634835823,0.19249281048675967,0.22591990512277182,0.4284680280526185,27,27,FALSE
REACTOME_ATTENUATION_PHASE,hypertrophic_scar_vs_normal_skin,Down,Down,0.10042250407252698,0.5196923708211332,0.22591990512277182,0.734200290214637,26,26,FALSE
REACTOME_NFE2L2_REGULATING_INFLAMMATION_ASSOCIATED_GENES,hypertrophic_scar_vs_normal_skin,Down,Down,0.10116598477842353,0.07340431558669315,0.22731427875640886,0.25432353174610706,5,5,FALSE
REACTOME_MET_RECEPTOR_RECYCLING,hypertrophic_scar_vs_normal_skin,Down,Down,0.10145096432702128,0.27281365223246695,0.22767627891705142,0.5192065678018785,9,9,FALSE
REACTOME_NUCLEOTIDE_CATABOLISM,hypertrophic_scar_vs_normal_skin,Up,Up,0.1021227832861018,0.04370117554933886,0.2289044825364087,0.18550291145423747,30,30,FALSE
REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE,hypertrophic_scar_vs_normal_skin,Up,Up,0.10270758375065989,0.12134782431261334,0.22993488298868806,0.32512726105915934,7,7,FALSE
REACTOME_TRANSPORT_AND_METABOLISM_OF_PAPS,hypertrophic_scar_vs_normal_skin,Up,Up,0.10312471494851007,0.2270256862139389,0.2305878662717293,0.46934767231413743,7,7,FALSE
REACTOME_PROPIONYL_COA_CATABOLISM,hypertrophic_scar_vs_normal_skin,Down,Down,0.10414767168837673,0.17328593526763733,0.23259224855800295,0.4005968112359232,5,5,FALSE
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,hypertrophic_scar_vs_normal_skin,Down,Down,0.10439857525639822,0.9390182984511514,0.2328114954028297,0.9678309876494239,86,86,FALSE
REACTOME_LINOLEIC_ACID_LA_METABOLISM,hypertrophic_scar_vs_normal_skin,Up,Up,0.10449917503119395,0.03428189894027738,0.2328114954028297,0.16156443654417904,8,8,FALSE
REACTOME_XENOBIOTICS,hypertrophic_scar_vs_normal_skin,Down,Down,0.10569389328039404,0.06493542566786982,0.23518810635516252,0.23663765821948957,15,15,FALSE
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS,hypertrophic_scar_vs_normal_skin,Down,Down,0.10589370700634543,0.38139217790606084,0.23534780347964074,0.6230542146304713,19,19,FALSE
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA,hypertrophic_scar_vs_normal_skin,Down,Down,0.10607059096081144,0.2746363053719022,0.2354562152004486,0.5216067102839215,17,17,FALSE
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX_IN_CANCER,hypertrophic_scar_vs_normal_skin,Up,Up,0.10631402568667535,0.0706409770467077,0.235711917023051,0.24792693227393808,8,8,FALSE
REACTOME_DISEASES_OF_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,hypertrophic_scar_vs_normal_skin,Down,Down,0.10676658935154801,0.18264298535908624,0.23643010991342803,0.41805455428393584,13,13,FALSE
REACTOME_RND3_GTPASE_CYCLE,hypertrophic_scar_vs_normal_skin,Down,Down,0.10696897638577357,0.18858913855532689,0.23659323537551363,0.4258314946740674,40,40,FALSE
REACTOME_PI_3K_CASCADE_FGFR2,hypertrophic_scar_vs_normal_skin,Up,Up,0.10718232072398173,0.07100576060697027,0.2367801748686039,0.24858778665830733,15,15,FALSE
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,hypertrophic_scar_vs_normal_skin,Up,Up,0.10764468930838973,0.08682642162832219,0.23751613319186113,0.2737340702450363,22,22,FALSE
REACTOME_OPIOID_SIGNALLING,hypertrophic_scar_vs_normal_skin,Up,Up,0.10811466470956282,0.0579695514124327,0.23826709081076317,0.22014056920671757,82,82,FALSE
REACTOME_INSULIN_RECEPTOR_RECYCLING,hypertrophic_scar_vs_normal_skin,Down,Down,0.10891477342976774,0.37200737497964864,0.2393227352696593,0.6148826935365056,28,28,FALSE
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,hypertrophic_scar_vs_normal_skin,Down,Down,0.10891702542718047,0.21172191233428186,0.2393227352696593,0.4488406861250404,43,43,FALSE
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,hypertrophic_scar_vs_normal_skin,Up,Up,0.1089842923942899,0.07626435441833725,0.2393227352696593,0.25719978609340155,30,30,FALSE
REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING,hypertrophic_scar_vs_normal_skin,Down,Down,0.10931183520235731,0.3548643283674471,0.23975555262760467,0.5987880985913038,11,11,FALSE
REACTOME_TRANSLATION_OF_SARS_COV_2_STRUCTURAL_PROTEINS,hypertrophic_scar_vs_normal_skin,Up,Up,0.11020245111888184,0.019614424331519005,0.24142086431049442,0.11816400395457707,60,60,FALSE
REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,hypertrophic_scar_vs_normal_skin,Up,Up,0.11050085112995271,0.18569799924405425,0.24172500935446117,0.42189483635422953,24,24,FALSE
REACTOME_CRISTAE_FORMATION,hypertrophic_scar_vs_normal_skin,Down,Up,0.11060431603215551,0.9636395491646442,0.24172500935446117,0.984437061725397,33,33,FALSE
REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY,hypertrophic_scar_vs_normal_skin,Down,Down,0.11297091954494534,0.5841904018708751,0.24641351729808203,0.7786381135885921,17,17,FALSE
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS,hypertrophic_scar_vs_normal_skin,Down,Down,0.11301773399471336,0.21426477163652988,0.24641351729808203,0.45244349473595363,13,13,FALSE
REACTOME_DEATH_RECEPTOR_SIGNALING,hypertrophic_scar_vs_normal_skin,Down,Down,0.11438576679626301,0.19849245792150602,0.24910075754920782,0.43380396867981935,153,153,FALSE
REACTOME_OTHER_SEMAPHORIN_INTERACTIONS,hypertrophic_scar_vs_normal_skin,Up,Up,0.11477142857371951,0.19493777941357712,0.24934200851376967,0.4301268170013862,19,19,FALSE
REACTOME_SIGNALING_BY_EGFR_IN_CANCER,hypertrophic_scar_vs_normal_skin,Down,Down,0.11487588072960622,0.3643274990452452,0.24934200851376967,0.6076533060300914,25,25,FALSE
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,hypertrophic_scar_vs_normal_skin,Down,Down,0.11494233167436671,0.23339879564186977,0.24934200851376967,0.47376361775433373,19,19,FALSE
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,hypertrophic_scar_vs_normal_skin,Down,Down,0.11503918564726698,0.25805429731902035,0.24934200851376967,0.5051158663177416,20,20,FALSE
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,hypertrophic_scar_vs_normal_skin,Down,Down,0.11554097425426003,0.47102922232896194,0.2501346415539811,0.7043572156517592,37,37,FALSE
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION,hypertrophic_scar_vs_normal_skin,Down,Down,0.11578723104707356,0.3398844716977797,0.250372859605319,0.5843850879144239,31,31,FALSE
REACTOME_RHO_GTPASES_ACTIVATE_PKNS,hypertrophic_scar_vs_normal_skin,Down,Down,0.11612549123969713,0.7050435897250636,0.2508092278479005,0.8619267840443559,57,57,FALSE
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,hypertrophic_scar_vs_normal_skin,Down,Up,0.11689775300398182,0.5301455722529969,0.2519898232940796,0.7397009963081687,51,51,FALSE
REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS,hypertrophic_scar_vs_normal_skin,Up,Up,0.11694631081058211,0.2728800568534356,0.2519898232940796,0.5192065678018785,13,13,FALSE
REACTOME_REVERSIBLE_HYDRATION_OF_CARBON_DIOXIDE,hypertrophic_scar_vs_normal_skin,Down,Down,0.1173037901950125,0.061926049444673593,0.2522728540059574,0.22993955329153548,9,9,FALSE
REACTOME_TYSND1_CLEAVES_PEROXISOMAL_PROTEINS,hypertrophic_scar_vs_normal_skin,Down,Down,0.11735217093313033,0.2593991745243315,0.2522728540059574,0.5066691634173446,7,7,FALSE
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,hypertrophic_scar_vs_normal_skin,Down,Down,0.11842505537152145,0.4423179517350283,0.25413453464470187,0.6786146872195176,24,24,FALSE
REACTOME_SLC_MEDIATED_TRANSPORT_OF_INORGANIC_ANIONS,hypertrophic_scar_vs_normal_skin,Up,Up,0.11849472045185502,0.4500557939957627,0.25413453464470187,0.6870453067809068,29,29,FALSE
REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES,hypertrophic_scar_vs_normal_skin,Down,Down,0.1192663694808849,0.5471563723560255,0.25549136026324765,0.7516243739838379,41,41,FALSE
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT,hypertrophic_scar_vs_normal_skin,Down,Down,0.11945228681910203,0.3789295482085764,0.2555917382695105,0.6207419871723382,7,7,FALSE
REACTOME_DOPAMINE_RECEPTORS,hypertrophic_scar_vs_normal_skin,Up,Up,0.1206908628542937,0.3310205283003702,0.25794163479789745,0.5748275468463969,3,3,FALSE
REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION,hypertrophic_scar_vs_normal_skin,Up,Up,0.12117084610257232,0.08290279866289312,0.258239089395669,0.2668765947869653,22,22,FALSE
REACTOME_TGFBR3_EXPRESSION,hypertrophic_scar_vs_normal_skin,Down,Down,0.1211888681592217,0.02083752221236297,0.258239089395669,0.12114353984915022,23,23,FALSE
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,hypertrophic_scar_vs_normal_skin,Up,Up,0.12125154197413619,0.0873428321878502,0.258239089395669,0.2748906259610765,13,13,FALSE
REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA,hypertrophic_scar_vs_normal_skin,Up,Up,0.12200601480753252,0.20021435174521207,0.2593581003962754,0.43571830252774496,48,48,FALSE
REACTOME_SARS_COV_2_TARGETS_PDZ_PROTEINS_IN_CELL_CELL_JUNCTION,hypertrophic_scar_vs_normal_skin,Down,Down,0.1221699643969491,0.2114459145163173,0.2593581003962754,0.44877319963162954,5,5,FALSE
REACTOME_SARS_COV_1_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS,hypertrophic_scar_vs_normal_skin,Down,Down,0.12220028016494804,0.5119898479614229,0.2593581003962754,0.730972478155359,16,16,FALSE
REACTOME_NEUREXINS_AND_NEUROLIGINS,hypertrophic_scar_vs_normal_skin,Up,Up,0.12240981728438362,0.22143089225315263,0.2595031651311385,0.46340152264318424,49,49,FALSE
REACTOME_SIGNALING_BY_VEGF,hypertrophic_scar_vs_normal_skin,Up,Up,0.1227153936782576,0.019308080732597616,0.25985125988552704,0.11790117071931701,105,105,FALSE
REACTOME_SIGNALING_BY_SCF_KIT,hypertrophic_scar_vs_normal_skin,Up,Up,0.12291743591421586,0.05633639004552801,0.25997957101303654,0.21615286303986442,43,43,FALSE
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,hypertrophic_scar_vs_normal_skin,Down,Down,0.123965763782615,0.5164384226159364,0.26189548716373146,0.7334245040451388,63,63,FALSE
REACTOME_RHOU_GTPASE_CYCLE,hypertrophic_scar_vs_normal_skin,Down,Down,0.12552867927941655,0.26076489551450405,0.26489289611431416,0.5078053047391483,40,40,FALSE
REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY,hypertrophic_scar_vs_normal_skin,Down,Down,0.12581299822516157,0.07182898384808258,0.2651884068094575,0.2509917724577486,7,7,FALSE
REACTOME_POST_TRANSCRIPTIONAL_SILENCING_BY_SMALL_RNAS,hypertrophic_scar_vs_normal_skin,Down,Down,0.12612599209114295,0.048883238673292986,0.2655436122148004,0.19824635699349102,7,7,FALSE
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,hypertrophic_scar_vs_normal_skin,Down,Down,0.1269416257922873,0.35317979422378476,0.26695504371421513,0.5977389150859267,21,21,FALSE
REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION,hypertrophic_scar_vs_normal_skin,Down,Down,0.12711113838224236,0.47135983419568217,0.2670060255389274,0.7043572156517592,133,133,FALSE
REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,hypertrophic_scar_vs_normal_skin,Down,Down,0.12731663596483103,0.2890242387886687,0.2671323937252962,0.5331529759487099,16,16,FALSE
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT,hypertrophic_scar_vs_normal_skin,Up,Up,0.1275019848135627,0.12187627798653046,0.26721624639376085,0.32559389380703924,28,28,FALSE
REACTOME_GLYCOSPHINGOLIPID_TRANSPORT,hypertrophic_scar_vs_normal_skin,Down,Down,0.12788840524709796,0.3177263433372009,0.2676615383590838,0.56206065356475,8,8,FALSE
REACTOME_E2F_ENABLED_INHIBITION_OF_PRE_REPLICATION_COMPLEX_FORMATION,hypertrophic_scar_vs_normal_skin,Down,Down,0.1280057084970809,0.4096718265203023,0.2676615383590838,0.653625709326663,9,9,FALSE
REACTOME_MYOGENESIS,hypertrophic_scar_vs_normal_skin,Up,Up,0.12821389079983103,0.13308531420982528,0.26779219464782894,0.3421130175072152,22,22,FALSE
REACTOME_PI_3K_CASCADE_FGFR3,hypertrophic_scar_vs_normal_skin,Up,Up,0.12889461403159377,0.08490206329900825,0.2686001491855957,0.269051710937202,12,12,FALSE
REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER,hypertrophic_scar_vs_normal_skin,Down,Down,0.12903290226286956,0.2536707848118773,0.2686001491855957,0.49812703256862234,35,35,FALSE
REACTOME_FASTK_FAMILY_PROTEINS_REGULATE_PROCESSING_AND_STABILITY_OF_MITOCHONDRIAL_RNAS,hypertrophic_scar_vs_normal_skin,Down,Down,0.12903913587099075,0.27978988250380327,0.2686001491855957,0.5258218855235076,6,6,FALSE
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,hypertrophic_scar_vs_normal_skin,Up,Up,0.12939602514033746,0.10586824560324945,0.2686898265566492,0.30309320158687303,19,19,FALSE
REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY,hypertrophic_scar_vs_normal_skin,Down,Down,0.12948316965438791,0.4879531567129516,0.2686898265566492,0.7134907733002426,104,104,FALSE
REACTOME_REGULATION_OF_PD_L1_CD274_POST_TRANSLATIONAL_MODIFICATION,hypertrophic_scar_vs_normal_skin,Down,Up,0.12952077602241088,0.4539554034039195,0.2686898265566492,0.6895620094681025,86,86,FALSE
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,hypertrophic_scar_vs_normal_skin,Down,Down,0.1307066965605963,0.47369535739889546,0.2706408986480107,0.7055527284434115,9,9,FALSE
REACTOME_TRANSLESION_SYNTHESIS_BY_Y_FAMILY_DNA_POLYMERASES_BYPASSES_LESIONS_ON_DNA_TEMPLATE,hypertrophic_scar_vs_normal_skin,Down,Down,0.13075577693113902,0.562501484511385,0.2706408986480107,0.7602042121558278,39,39,FALSE
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,hypertrophic_scar_vs_normal_skin,Down,Down,0.13102424519683203,0.18595593795371196,0.2708915215655538,0.42195927649249704,17,17,FALSE
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,hypertrophic_scar_vs_normal_skin,Up,Up,0.13153566794286306,0.018889894113457515,0.2709461529581231,0.11701691034461452,64,64,FALSE
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY,hypertrophic_scar_vs_normal_skin,Down,Down,0.13154864714579712,0.31722099982096685,0.2709461529581231,0.56206065356475,6,6,FALSE
REACTOME_HEDGEHOG_ON_STATE,hypertrophic_scar_vs_normal_skin,Down,Up,0.13159487900779115,0.7564363224318815,0.2709461529581231,0.8844338171945282,70,70,FALSE
REACTOME_TCR_SIGNALING,hypertrophic_scar_vs_normal_skin,Down,Down,0.13164032349924043,0.9912882622770642,0.2709461529581231,0.9939922673569253,108,108,FALSE
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,hypertrophic_scar_vs_normal_skin,Down,Down,0.13186539169964043,0.4728224408086238,0.2711058053064196,0.7048237195508926,106,106,FALSE
REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET,hypertrophic_scar_vs_normal_skin,Down,Down,0.1320236204787203,0.10623253397907995,0.2711278373630032,0.3036631375638397,6,6,FALSE
REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES,hypertrophic_scar_vs_normal_skin,Down,Down,0.13273337208780642,0.12939184300341194,0.27222818915032404,0.3372342689658358,16,16,FALSE
REACTOME_AMYLOID_FIBER_FORMATION,hypertrophic_scar_vs_normal_skin,Down,Down,0.13285848343147225,0.5312374434079963,0.27222818915032404,0.7397078946847705,64,64,FALSE
REACTOME_ADENYLATE_CYCLASE_INHIBITORY_PATHWAY,hypertrophic_scar_vs_normal_skin,Up,Up,0.1330037616196904,0.14363522655166824,0.27222818915032404,0.3572462531626198,13,13,FALSE
REACTOME_PRESYNAPTIC_DEPOLARIZATION_AND_CALCIUM_CHANNEL_OPENING,hypertrophic_scar_vs_normal_skin,Up,Up,0.13329523616098035,0.2135242872428995,0.27226042298901276,0.45161983884056306,10,10,FALSE
REACTOME_TRANSPORT_TO_THE_GOLGI_AND_SUBSEQUENT_MODIFICATION,hypertrophic_scar_vs_normal_skin,Up,Up,0.1333157675136624,0.022657341210390036,0.27226042298901276,0.12772455924862067,178,178,FALSE
REACTOME_CELLULAR_RESPONSE_TO_MITOCHONDRIAL_STRESS,hypertrophic_scar_vs_normal_skin,Down,Down,0.13355092785527414,0.5186957566363886,0.27243796381575347,0.733920554809609,9,9,FALSE
REACTOME_SHC_MEDIATED_CASCADE_FGFR3,hypertrophic_scar_vs_normal_skin,Up,Up,0.1344657327549241,0.059371198236980116,0.2740000186292134,0.22315800073531586,12,12,FALSE
REACTOME_FLT3_SIGNALING,hypertrophic_scar_vs_normal_skin,Up,Up,0.1347153424748957,0.06823724789534596,0.27420465057459387,0.2442418949240105,38,38,FALSE
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS,hypertrophic_scar_vs_normal_skin,Up,Up,0.1349423524531721,0.26359188519094573,0.2743628803196132,0.5091800009176933,7,7,FALSE
REACTOME_NFE2L2_REGULATING_ER_STRESS_ASSOCIATED_GENES,hypertrophic_scar_vs_normal_skin,Down,Down,0.13527087780882988,0.10379681525303949,0.2746623804004056,0.300438655803286,5,5,FALSE
REACTOME_FORMATION_OF_TUBULIN_FOLDING_INTERMEDIATES_BY_CCT_TRIC,hypertrophic_scar_vs_normal_skin,Down,Down,0.1354852655371575,0.742968443382021,0.2746623804004056,0.8787490340644495,24,24,FALSE
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,hypertrophic_scar_vs_normal_skin,Down,Down,0.13553796464807827,0.21453390092951688,0.2746623804004056,0.45244349473595363,21,21,FALSE
REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING,hypertrophic_scar_vs_normal_skin,Down,Down,0.13636254650471846,0.14886323005651295,0.2760290313608728,0.3643428790665023,16,16,FALSE
REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_RSV_GENOME_REPLICATION_TRANSCRIPTION_AND_TRANSLATION,hypertrophic_scar_vs_normal_skin,Down,Down,0.1368061694304514,0.8269419174082646,0.27662237559204583,0.9194913757993893,17,17,FALSE
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,hypertrophic_scar_vs_normal_skin,Up,Up,0.13709390853562534,0.1348432309423268,0.2768995647126147,0.3441002195156799,28,28,FALSE
REACTOME_FORMATION_OF_THE_NEPHRIC_DUCT,hypertrophic_scar_vs_normal_skin,Up,Up,0.1374422218645161,0.23438444617076684,0.2772983576146878,0.47376361775433373,16,16,FALSE
REACTOME_ALTERNATIVE_COMPLEMENT_ACTIVATION,hypertrophic_scar_vs_normal_skin,Up,Up,0.13917885280131942,0.4123165212683777,0.2802584621361115,0.6555690018090642,5,5,FALSE
REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY,hypertrophic_scar_vs_normal_skin,Up,Up,0.13921435034291066,0.1266197560964717,0.2802584621361115,0.3324673024361643,12,12,FALSE
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK,hypertrophic_scar_vs_normal_skin,Down,Down,0.14098872308286428,0.2788161447785172,0.2832254871325861,0.5245282232373741,17,17,FALSE
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER,hypertrophic_scar_vs_normal_skin,Down,Down,0.14099636600996532,0.20607766206615427,0.2832254871325861,0.44094382174341273,26,26,FALSE
REACTOME_PHASE_1_INACTIVATION_OF_FAST_NA_CHANNELS,hypertrophic_scar_vs_normal_skin,Up,Up,0.14133766778169676,0.2157303984365504,0.2836011281471164,0.4536755976274366,7,7,FALSE
REACTOME_BRANCHED_CHAIN_KETOACID_DEHYDROGENASE_KINASE_DEFICIENCY,hypertrophic_scar_vs_normal_skin,Down,Down,0.14192527386972192,0.3140018303174341,0.28446963290354293,0.5576187092980134,5,5,FALSE
REACTOME_REGULATION_OF_NPAS4_GENE_EXPRESSION,hypertrophic_scar_vs_normal_skin,Down,Down,0.1427473144391509,0.05297677259487234,0.28580562520605596,0.20805835049011828,13,13,FALSE
REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS,hypertrophic_scar_vs_normal_skin,Up,Up,0.14333429422873062,0.03400281800377212,0.28666858845746124,0.16126034796781843,73,73,FALSE
REACTOME_EPITHELIAL_MESENCHYMAL_TRANSITION_EMT_DURING_GASTRULATION,hypertrophic_scar_vs_normal_skin,Up,Up,0.14406019985108992,0.11500149817693121,0.28780722535467745,0.3188125997725484,6,6,FALSE
REACTOME_PROTEIN_REPAIR,hypertrophic_scar_vs_normal_skin,Up,Up,0.14468982311580106,0.024080466557478884,0.28875124309103406,0.13099853877201437,6,6,FALSE
REACTOME_RHOF_GTPASE_CYCLE,hypertrophic_scar_vs_normal_skin,Up,Up,0.1449076090179566,0.026776359671263267,0.28887221841106747,0.13981519623801672,42,42,FALSE
REACTOME_NEPHRON_DEVELOPMENT,hypertrophic_scar_vs_normal_skin,Down,Down,0.14570435547659338,0.07463723427547732,0.2901458346326962,0.25546226554623336,7,7,FALSE
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX,hypertrophic_scar_vs_normal_skin,Down,Down,0.1473657007515219,0.3904663994419657,0.29304082892714167,0.6328723475964135,8,8,FALSE
REACTOME_EVASION_BY_RSV_OF_HOST_INTERFERON_RESPONSES,hypertrophic_scar_vs_normal_skin,Down,Down,0.1474770221749761,0.32544462560088616,0.29304082892714167,0.569141029357211,21,21,FALSE
REACTOME_DISSOLUTION_OF_FIBRIN_CLOT,hypertrophic_scar_vs_normal_skin,Up,Up,0.14790504725993397,0.03678177705499787,0.2935739490969316,0.16758242127278108,11,11,FALSE
REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME,hypertrophic_scar_vs_normal_skin,Down,Down,0.1481612184268221,0.2823237960519509,0.29376517742017155,0.529569286388233,13,13,FALSE
REACTOME_GAB1_SIGNALOSOME,hypertrophic_scar_vs_normal_skin,Down,Down,0.14836328482857478,0.2988724844711007,0.2938488335290091,0.5418480454318734,17,17,FALSE
REACTOME_REGULATED_PROTEOLYSIS_OF_P75NTR,hypertrophic_scar_vs_normal_skin,Down,Down,0.15026299817386904,0.441584902906186,0.29729105559049657,0.6780560163254552,11,11,FALSE
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,hypertrophic_scar_vs_normal_skin,Up,Up,0.15093262503854848,0.12412148263136072,0.29819276480507617,0.32832091747859155,77,77,FALSE
REACTOME_G_PROTEIN_MEDIATED_EVENTS,hypertrophic_scar_vs_normal_skin,Up,Up,0.15104323396818603,0.1005726930988104,0.29819276480507617,0.29652094013484404,51,51,FALSE
